/// OKKK - KUWAIT REGIONS
MAP:Kuwait SMGCS - REGIONS:AGT2
FOLDER:Kuwait SMGCS
N029.12.48.864 E047.59.52.090
N029.12.48.756 E047.59.52.093
N029.12.48.644 E047.59.52.094
N029.12.48.535 E047.59.52.072
N029.12.48.436 E047.59.52.031
N029.12.48.345 E047.59.51.970
N029.12.48.256 E047.59.51.889
N029.12.48.175 E047.59.51.790
N029.12.46.178 E047.59.46.869
N029.12.46.131 E047.59.46.714
N029.12.46.099 E047.59.46.553
N029.12.46.093 E047.59.46.381
N029.12.46.099 E047.59.46.212
N029.12.46.146 E047.59.46.027
N029.12.46.214 E047.59.45.846
N029.12.46.325 E047.59.45.684
N029.12.46.468 E047.59.45.553
COORDTYPE:OTHER:REGION
N029.13.09.743 E047.59.41.041
N029.13.08.477 E047.59.41.541
N029.13.07.840 E047.59.41.757
N029.13.07.179 E047.59.41.926
N029.13.06.551 E047.59.42.063
N029.13.05.904 E047.59.42.175
N029.13.05.258 E047.59.42.250
N029.13.04.604 E047.59.42.292
N029.13.03.843 E047.59.42.302
N029.13.03.080 E047.59.42.268
N029.12.59.006 E047.59.41.865
N029.12.58.658 E047.59.41.812
N029.12.58.475 E047.59.41.752
N029.12.58.310 E047.59.41.667
N029.12.58.132 E047.59.41.573
N029.12.57.951 E047.59.41.461
N029.12.57.809 E047.59.41.317
N029.12.57.704 E047.59.41.118
N029.12.57.650 E047.59.40.916
N029.12.57.600 E047.59.40.668
N029.12.57.628 E047.59.40.389
N029.12.57.675 E047.59.40.157
N029.12.57.780 E047.59.39.914
N029.12.57.901 E047.59.39.701
N029.12.58.083 E047.59.39.510
N029.14.20.501 E047.58.55.691
N029.14.20.667 E047.58.55.646
N029.14.20.839 E047.58.55.632
N029.14.21.011 E047.58.55.642
N029.14.21.194 E047.58.55.668
N029.14.21.376 E047.58.55.720
N029.14.21.563 E047.58.55.808
N029.14.21.745 E047.58.55.917
N029.14.21.905 E047.58.56.085
N029.14.23.918 E047.59.01.059
N029.14.23.934 E047.59.01.261
N029.14.23.897 E047.59.01.449
N029.14.23.839 E047.59.01.608
N029.14.23.744 E047.59.01.747
COORDTYPE:OTHER:REGION
N029.14.25.191 E047.59.00.979
N029.14.24.983 E047.59.01.015
N029.14.24.809 E047.59.00.963
N029.14.24.657 E047.59.00.843
N029.14.24.570 E047.59.00.678
N029.14.22.552 E047.58.55.749
N029.14.22.533 E047.58.55.555
N029.14.22.557 E047.58.55.372
N029.14.22.588 E047.58.55.186
N029.14.22.653 E047.58.54.989
N029.14.22.726 E047.58.54.822
N029.14.22.825 E047.58.54.665
N029.14.22.925 E047.58.54.524
N029.14.23.061 E047.58.54.391
N029.14.25.718 E047.58.52.964
N029.14.25.888 E047.58.52.918
N029.14.26.073 E047.58.52.905
N029.14.26.254 E047.58.52.917
N029.14.26.427 E047.58.52.964
N029.14.26.605 E047.58.53.032
N029.14.26.776 E047.58.53.143
N029.14.26.900 E047.58.53.277
N029.14.27.022 E047.58.53.463
N029.14.28.286 E047.58.56.547
N029.14.28.342 E047.58.56.711
N029.14.28.379 E047.58.56.864
N029.14.28.395 E047.58.57.012
N029.14.28.389 E047.58.57.161
N029.14.28.377 E047.58.57.320
N029.14.28.342 E047.58.57.481
N029.14.28.280 E047.58.57.619
N029.14.28.210 E047.58.57.744
N029.14.26.718 E047.59.00.168
COORDTYPE:OTHER:REGION
N029.14.16.900 E047.58.51.801
N029.14.18.703 E047.58.50.902
N029.14.18.867 E047.58.50.862
N029.14.19.053 E047.58.50.854
N029.14.19.219 E047.58.50.890
N029.14.19.378 E047.58.50.948
N029.14.19.537 E047.58.51.040
N029.14.19.664 E047.58.51.138
N029.14.19.775 E047.58.51.280
N029.14.19.863 E047.58.51.425
N029.14.20.582 E047.58.53.317
N029.14.20.659 E047.58.53.564
N029.14.20.685 E047.58.53.819
N029.14.20.664 E047.58.54.083
N029.14.20.591 E047.58.54.317
N029.14.20.497 E047.58.54.551
N029.14.20.334 E047.58.54.747
N029.14.20.185 E047.58.54.902
N029.14.19.996 E047.58.55.024
N029.14.18.520 E047.58.55.760
N029.14.18.323 E047.58.55.799
N029.14.18.124 E047.58.55.801
N029.14.17.924 E047.58.55.768
N029.14.17.738 E047.58.55.697
N029.14.17.562 E047.58.55.602
N029.14.17.388 E047.58.55.475
N029.14.17.257 E047.58.55.328
N029.14.17.139 E047.58.55.137
N029.14.16.423 E047.58.53.253
N029.14.16.390 E047.58.53.063
N029.14.16.385 E047.58.52.867
N029.14.16.406 E047.58.52.676
N029.14.16.456 E047.58.52.461
N029.14.16.527 E047.58.52.273
N029.14.16.627 E047.58.52.081
N029.14.16.750 E047.58.51.936
COORDTYPE:OTHER:REGION
N029.14.16.562 E047.58.50.841
N029.14.16.340 E047.58.50.880
N029.14.16.121 E047.58.50.880
N029.14.15.906 E047.58.50.817
N029.14.15.694 E047.58.50.725
N029.14.15.523 E047.58.50.591
N029.14.15.366 E047.58.50.436
N029.14.15.237 E047.58.50.254
N029.14.15.118 E047.58.50.050
N029.14.08.400 E047.58.32.019
N029.14.08.375 E047.58.31.836
N029.14.08.380 E047.58.31.651
N029.14.08.411 E047.58.31.454
N029.14.08.481 E047.58.31.264
N029.14.08.558 E047.58.31.071
N029.14.08.662 E047.58.30.900
N029.14.08.782 E047.58.30.751
N029.14.08.924 E047.58.30.627
N029.14.10.822 E047.58.29.685
N029.14.10.954 E047.58.29.636
N029.14.11.093 E047.58.29.621
N029.14.11.220 E047.58.29.610
N029.14.11.359 E047.58.29.642
N029.14.11.475 E047.58.29.715
N029.14.11.575 E047.58.29.821
N029.14.11.657 E047.58.29.950
N029.14.11.722 E047.58.30.093
N029.14.18.724 E047.58.48.636
N029.14.18.747 E047.58.48.834
N029.14.18.751 E047.58.49.019
N029.14.18.731 E047.58.49.217
N029.14.18.677 E047.58.49.404
N029.14.18.597 E047.58.49.586
N029.14.18.496 E047.58.49.743
N029.14.18.382 E047.58.49.883
N029.14.18.249 E047.58.50.010
COORDTYPE:OTHER:REGION
N029.14.06.206 E047.58.20.968
N029.14.07.258 E047.58.20.431
N029.14.07.421 E047.58.20.390
N029.14.07.593 E047.58.20.369
N029.14.07.765 E047.58.20.386
N029.14.07.914 E047.58.20.429
N029.14.08.071 E047.58.20.520
N029.14.08.201 E047.58.20.623
N029.14.08.316 E047.58.20.775
N029.14.08.414 E047.58.20.939
N029.14.10.893 E047.58.27.322
N029.14.10.942 E047.58.27.535
N029.14.10.964 E047.58.27.745
N029.14.10.931 E047.58.27.948
N029.14.10.878 E047.58.28.134
N029.14.10.797 E047.58.28.317
N029.14.10.699 E047.58.28.486
N029.14.10.564 E047.58.28.617
N029.14.10.420 E047.58.28.736
N029.14.08.619 E047.58.29.654
N029.14.08.427 E047.58.29.717
N029.14.08.239 E047.58.29.731
N029.14.08.043 E047.58.29.706
N029.14.07.853 E047.58.29.649
N029.14.07.678 E047.58.29.556
N029.14.07.511 E047.58.29.435
N029.14.07.393 E047.58.29.269
N029.14.07.293 E047.58.29.071
N029.14.04.848 E047.58.22.778
N029.14.04.802 E047.58.22.611
N029.14.04.771 E047.58.22.426
N029.14.04.789 E047.58.22.259
N029.14.04.834 E047.58.22.095
N029.14.04.909 E047.58.21.912
N029.14.05.014 E047.58.21.717
N029.14.05.141 E047.58.21.576
N029.14.05.290 E047.58.21.457
COORDTYPE:OTHER:REGION
N029.14.06.388 E047.58.16.010
N029.14.07.106 E047.58.17.902
N029.14.07.184 E047.58.18.149
N029.14.07.209 E047.58.18.405
N029.14.07.189 E047.58.18.669
N029.14.07.115 E047.58.18.902
N029.14.07.022 E047.58.19.137
N029.14.06.859 E047.58.19.333
N029.14.06.709 E047.58.19.488
N029.14.06.521 E047.58.19.609
N029.14.05.045 E047.58.20.345
N029.14.04.848 E047.58.20.385
N029.14.04.649 E047.58.20.387
N029.14.04.449 E047.58.20.354
N029.14.04.263 E047.58.20.283
N029.14.04.087 E047.58.20.187
N029.14.03.913 E047.58.20.061
N029.14.03.782 E047.58.19.914
N029.14.03.664 E047.58.19.723
N029.14.03.147 E047.58.18.361
N029.14.03.145 E047.58.18.358
N029.14.02.429 E047.58.16.474
N029.14.02.395 E047.58.16.284
N029.14.02.391 E047.58.16.088
N029.14.02.411 E047.58.15.897
N029.14.02.461 E047.58.15.682
N029.14.02.532 E047.58.15.494
N029.14.02.633 E047.58.15.302
N029.14.02.755 E047.58.15.157
N029.14.02.906 E047.58.15.022
N029.14.04.708 E047.58.14.123
N029.14.04.872 E047.58.14.083
N029.14.05.059 E047.58.14.075
N029.14.05.224 E047.58.14.111
N029.14.05.384 E047.58.14.169
N029.14.05.542 E047.58.14.261
N029.14.05.670 E047.58.14.359
N029.14.05.781 E047.58.14.501
N029.14.05.868 E047.58.14.646
N029.14.06.386 E047.58.16.007
COORDTYPE:OTHER:REGION
N029.14.21.010 E047.58.49.653
N029.14.23.980 E047.58.48.107
N029.14.24.134 E047.58.48.056
N029.14.24.294 E047.58.48.050
N029.14.24.437 E047.58.48.065
N029.14.24.584 E047.58.48.100
N029.14.24.742 E047.58.48.177
N029.14.24.869 E047.58.48.288
N029.14.24.963 E047.58.48.422
N029.14.25.040 E047.58.48.563
N029.14.25.893 E047.58.50.714
N029.14.25.937 E047.58.50.920
N029.14.25.948 E047.58.51.129
N029.14.25.930 E047.58.51.357
N029.14.25.894 E047.58.51.540
N029.14.25.796 E047.58.51.750
N029.14.25.692 E047.58.51.893
N029.14.25.563 E047.58.52.034
N029.14.25.421 E047.58.52.153
N029.14.22.805 E047.58.53.515
N029.14.22.625 E047.58.53.563
N029.14.22.447 E047.58.53.577
N029.14.22.272 E047.58.53.550
N029.14.22.100 E047.58.53.498
N029.14.21.926 E047.58.53.407
N029.14.21.763 E047.58.53.300
N029.14.21.641 E047.58.53.153
N029.14.21.544 E047.58.52.972
N029.14.20.719 E047.58.50.892
N029.14.20.687 E047.58.50.728
N029.14.20.670 E047.58.50.565
N029.14.20.662 E047.58.50.402
N029.14.20.680 E047.58.50.248
N029.14.20.727 E047.58.50.072
N029.14.20.812 E047.58.49.903
N029.14.20.900 E047.58.49.772
COORDTYPE:OTHER:REGION
N029.14.01.252 E047.59.01.316
N029.14.01.210 E047.59.01.141
N029.14.01.189 E047.59.00.948
N029.14.01.196 E047.59.00.745
N029.14.01.229 E047.59.00.545
N029.14.01.309 E047.59.00.322
N029.14.01.422 E047.59.00.105
N029.14.01.567 E047.58.59.913
N029.14.01.749 E047.58.59.744
N029.14.14.321 E047.58.53.069
N029.14.14.498 E047.58.53.003
N029.14.14.690 E047.58.52.970
N029.14.14.866 E047.58.52.976
N029.14.15.039 E047.58.53.020
N029.14.15.214 E047.58.53.118
N029.14.15.366 E047.58.53.248
N029.14.15.486 E047.58.53.408
N029.14.15.587 E047.58.53.601
N029.14.16.370 E047.58.55.537
N029.14.16.443 E047.58.55.759
N029.14.16.463 E047.58.55.991
N029.14.16.451 E047.58.56.237
N029.14.16.395 E047.58.56.455
N029.14.16.306 E047.58.56.680
N029.14.16.177 E047.58.56.871
N029.14.16.027 E047.58.57.035
N029.14.15.849 E047.58.57.163
N029.14.03.360 E047.59.03.795
N029.14.03.156 E047.59.03.858
N029.14.02.966 E047.59.03.870
N029.14.02.776 E047.59.03.851
N029.14.02.589 E047.59.03.797
N029.14.02.428 E047.59.03.690
N029.14.02.288 E047.59.03.577
N029.14.02.148 E047.59.03.431
N029.14.02.041 E047.59.03.248
COORDTYPE:OTHER:REGION
N029.13.49.329 E047.59.06.132
N029.13.58.990 E047.59.01.197
N029.13.59.166 E047.59.01.132
N029.13.59.359 E047.59.01.099
N029.13.59.535 E047.59.01.104
N029.13.59.707 E047.59.01.149
N029.13.59.882 E047.59.01.247
N029.14.00.035 E047.59.01.376
N029.14.00.155 E047.59.01.536
N029.14.00.256 E047.59.01.729
N029.14.01.039 E047.59.03.666
N029.14.01.111 E047.59.03.887
